estimator_name,budget_fraction,seed,target_score,median_benign_score,detection_rate,false_positive_rate
sediment_trim50,0.1,6,4.326637287286806,1.9369877598603331,1.0,0.05
sediment_trim50,0.1,7,5.176838520796052,1.3316514197973608,1.0,0.05
sediment_trim50,0.1,8,4.673614212397949,1.428719642889944,1.0,0.05
sediment_trim50,0.1,9,4.080010979074994,0.7456765220997097,1.0,0.05
sediment_trim50,0.15,0,4.237202549958496,2.016700596102924,1.0,0.05
sediment_trim50,0.15,1,4.017105799746978,0.7071615077816331,1.0,0.05
sediment_trim50,0.15,2,4.185371008669845,0.8746505863810374,1.0,0.05
sediment_trim50,0.15,3,4.184220002714619,2.104579953174902,1.0,0.05
sediment_trim50,0.15,4,4.26228523411489,0.9719433877352723,1.0,0.05
sediment_trim50,0.15,5,4.129593970122841,0.8205344373579562,1.0,0.05
sediment_trim50,0.15,6,4.103030683661656,2.2920364540291347,1.0,0.05
sediment_trim50,0.15,7,4.728301642610463,1.468361484840696,1.0,0.05
sediment_trim50,0.15,8,4.339510187852485,1.6997145822922906,1.0,0.05
sediment_trim50,0.15,9,3.959213242964509,0.6361624000691246,1.0,0.05
sediment_trim50,0.2,0,4.023600542566113,2.366527123182082,1.0,0.05
sediment_trim50,0.2,1,3.894813953913605,0.603747349502993,1.0,0.05
sediment_trim50,0.2,2,3.9796328592151795,0.7449642682650109,1.0,0.05
sediment_trim50,0.2,3,3.9847836282488363,2.4692994716600474,1.0,0.05
sediment_trim50,0.2,4,4.035001641067712,0.8314624785991307,1.0,0.05
sediment_trim50,0.2,5,3.9583839819638635,0.701890047131015,1.0,0.05
sediment_trim50,0.2,6,3.9373051342445553,2.694628200806491,1.0,0.05
sediment_trim50,0.2,7,4.383142659600514,1.7276130319151033,1.0,0.05
sediment_trim50,0.2,8,4.081747827021891,2.0012736855437363,1.0,0.05
sediment_trim50,0.2,9,3.8895073442393304,0.5433714263659337,0.0,0.05
