estimator_name,budget_fraction,seed,detection_rate,false_positive_rate,threshold,target_score,median_benign_score,median_malicious_score
consensus,0.18,6,1.0,0.05,6.926173017286774,31.820186482119446,3.524374885479003,31.785166041849948
consensus,0.18,7,1.0,0.05,7.639616151783433,31.446257199257715,3.3510819749394645,31.42807970541019
consensus,0.18,8,1.0,0.05,7.126025303221027,31.91936780584037,3.6030553036939885,31.995378049711107
consensus,0.18,9,1.0,0.05,6.957893253631257,31.556851561727065,3.29571552399599,31.661475308904183
consensus,0.2,0,1.0,0.05,6.879619224291923,29.16766159151439,3.4142333684542123,29.21893612295238
consensus,0.2,1,1.0,0.05,7.272042702795972,29.18137615903365,3.50834555736278,29.171848496079996
consensus,0.2,2,1.0,0.05,7.399034406351328,29.291906765020116,3.854848237830652,29.310937402851934
consensus,0.2,3,1.0,0.05,7.501956810088365,29.143886645146267,3.8388840133295066,29.1512900563559
consensus,0.2,4,1.0,0.05,7.057940644846091,29.440393933319328,3.526215430824201,29.51273890095059
consensus,0.2,5,1.0,0.05,7.082546430797379,29.056798756598255,3.471642763707239,29.135331050799557
consensus,0.2,6,1.0,0.05,6.846976911656715,29.34205934185038,3.5491324015091403,29.310261332502364
consensus,0.2,7,1.0,0.05,7.422911980239108,29.018102117293907,3.4077287135569394,29.0018665674242
consensus,0.2,8,1.0,0.05,7.06724257005974,29.427710130776923,3.6380145439925853,29.499812039705482
consensus,0.2,9,1.0,0.05,6.937627767033065,29.114023410383737,3.3033253663428903,29.212646471832933
consensus,0.25,0,1.0,0.05,7.099742555185117,24.43288431846051,3.591903588100706,24.477682395187266
consensus,0.25,1,1.0,0.05,7.344557632051802,24.442705880399448,3.6695287867840296,24.435520212142134
consensus,0.25,2,1.0,0.05,7.358533505691447,24.522995076948035,4.004272190847205,24.53915973602109
consensus,0.25,3,1.0,0.05,7.478335725262609,24.414768418869997,3.9394071819458167,24.421925271945106
consensus,0.25,4,1.0,0.05,7.245559941559064,24.63148767790124,3.6501608138765045,24.693131572900143
consensus,0.25,5,1.0,0.05,7.374832315974514,24.351406362811154,3.57126041426734,24.42192416148739
consensus,0.25,6,1.0,0.05,6.888357783154278,24.56060291536592,3.6604139135579126,24.53495758092225
