estimator_name,budget_fraction,seed,detection_rate,false_positive_rate,threshold,target_score,median_benign_score,median_malicious_score
consensus,0.18,6,1.0,0.05,6.861407906678165,27.303179307661317,3.57275035826998,27.27365600429983
consensus,0.18,7,1.0,0.05,7.248154215512438,27.003840356878996,3.4535245567029627,26.989403234411405
consensus,0.18,8,1.0,0.05,7.04751697264923,27.356992821667593,3.632178049585801,27.425828319532652
consensus,0.18,9,1.0,0.05,6.791744942495472,27.18060393677464,3.281081321998095,27.274883748421882
consensus,0.2,0,1.0,0.05,7.103871243198032,24.449616303267437,3.6405458006070806,24.49709896342167
consensus,0.2,1,1.0,0.05,7.279475348359558,24.450433094356548,3.6362014315935136,24.44341349559496
consensus,0.2,2,1.0,0.05,7.334192476906199,24.542885483849968,4.007440548767075,24.55631414098434
consensus,0.2,3,1.0,0.05,7.504379954158048,24.356506620610705,3.943447204650314,24.361302365657284
consensus,0.2,4,1.0,0.05,7.374964259850123,24.66902031343514,3.7048461496650185,24.735497560706587
consensus,0.2,5,1.0,0.05,7.430265791233834,24.352085369666366,3.6157043340980692,24.42564148834481
consensus,0.2,6,1.0,0.05,6.92462120406159,24.600303015366016,3.6555000293240614,24.57446860594682
consensus,0.2,7,1.0,0.05,7.331366357683778,24.30215060697664,3.5989325760031305,24.28992937876044
consensus,0.2,8,1.0,0.05,7.145794269195912,24.64684591911104,3.7326056046105114,24.710861639824962
consensus,0.2,9,1.0,0.05,6.911627113512487,24.50846460101279,3.384484069643494,24.59730451023507
consensus,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0
consensus,0.25,1,1.0,0.05,7.78223561891547,19.247778389424546,4.032198463309767,19.24275634546905
consensus,0.25,2,1.0,0.05,7.741514836147603,19.35173194774616,4.3817671177328865,19.36376851440326
consensus,0.25,3,1.0,0.05,7.972434216625843,19.199419219235246,4.297566612358997,19.20459739837616
consensus,0.25,4,1.0,0.05,7.665681269650058,19.40406429446952,4.122201874927155,19.45953319911738
consensus,0.25,5,1.0,0.05,7.68723833839586,19.1770192065011,3.9600404224587393,19.239777776034295
consensus,0.25,6,0.0,0.0,0.0,0.0,0.0,0.0
consensus,0.25,7,0.0,0.0,0.0,0.0,0.0,0.0
consensus,0.25,8,1.0,0.05,7.635481790936426,19.373521287443808,4.127903668914757,19.428145353110853
